collect.....= UnicornPy_2020.01.07.1
device......= UN-2019.05.51
samplerate..= 250.000
channels....= 16
date........= 2020-01-09T13:29:30.525524
filename....= recordeddata
FZ, C3, CZ, C4, PZ, O1, OZ, O2, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, Battery, Sample
-3825.904,-3832.609,-3828.943,-3843.159,-3831.447,-3832.967,-3835.113,-3832.430,0.003,1.021,0.085,-0.641,1.740,0.519,66.667,457.000
-3825.814,-3832.609,-3829.122,-3842.712,-3831.178,-3833.056,-3835.381,-3832.162,0.003,1.022,0.087,-0.824,1.709,0.488,66.667,458.000
-3825.993,-3832.698,-3829.122,-3842.623,-3831.268,-3833.324,-3835.023,-3832.520,0.001,1.020,0.090,-0.854,1.709,0.427,66.667,459.000
-3825.635,-3832.698,-3828.765,-3842.623,-3831.178,-3833.682,-3835.023,-3832.073,0.001,1.019,0.093,-0.854,1.709,0.549,66.667,460.000
-3825.367,-3832.162,-3828.496,-3842.802,-3831.357,-3833.146,-3834.755,-3832.341,0.003,1.019,0.091,-0.824,1.709,0.519,66.667,461.000
-3825.635,-3832.609,-3828.943,-3843.070,-3831.268,-3833.056,-3835.023,-3832.520,0.002,1.021,0.093,-0.824,1.678,0.610,66.667,462.000
-3825.814,-3832.609,-3829.033,-3842.802,-3831.000,-3832.967,-3834.934,-3832.341,0.003,1.020,0.092,-0.702,1.678,0.702,66.667,463.000
-3825.635,-3832.609,-3829.301,-3842.802,-3830.642,-3832.967,-3835.381,-3832.341,0.001,1.021,0.088,-0.580,1.740,0.732,66.667,464.000
-3825.635,-3832.251,-3829.390,-3843.070,-3831.178,-3833.146,-3835.202,-3832.788,0.002,1.021,0.092,-0.458,1.678,0.793,66.667,465.000
-3825.635,-3832.341,-3829.212,-3843.159,-3831.447,-3833.593,-3835.113,-3832.877,0.003,1.023,0.090,-0.397,1.740,0.824,66.667,466.000
-3825.635,-3832.341,-3828.943,-3843.070,-3831.268,-3833.414,-3835.470,-3832.698,0.005,1.022,0.088,-0.397,1.770,0.610,66.667,467.000
-3825.814,-3832.698,-3828.854,-3842.891,-3831.626,-3833.414,-3835.649,-3832.609,0.005,1.021,0.087,-0.366,1.709,0.519,66.667,468.000
-3825.546,-3832.520,-3829.122,-3842.712,-3831.626,-3833.235,-3835.381,-3832.520,0.006,1.021,0.088,-0.488,1.831,0.427,66.667,469.000
-3825.635,-3832.251,-3829.480,-3842.623,-3831.715,-3833.056,-3835.649,-3832.698,0.004,1.019,0.087,-0.519,1.862,0.397,66.667,470.000
-3825.457,-3832.788,-3828.854,-3842.444,-3831.268,-3833.235,-3835.291,-3832.520,0.004,1.019,0.089,-0.519,1.831,0.305,66.667,471.000
-3825.188,-3832.877,-3828.496,-3842.623,-3831.357,-3833.324,-3835.649,-3832.967,0.002,1.020,0.086,-0.549,1.862,0.275,66.667,472.000
-3825.188,-3832.788,-3828.765,-3843.070,-3831.447,-3833.414,-3835.470,-3832.788,0.002,1.019,0.087,-0.610,1.770,0.214,66.667,473.000
-3825.457,-3832.788,-3829.033,-3843.249,-3831.715,-3833.324,-3835.560,-3832.788,0.001,1.021,0.085,-0.641,1.770,0.153,66.667,474.000
-3825.635,-3832.788,-3828.854,-3842.802,-3831.536,-3833.056,-3835.738,-3832.430,0.000,1.020,0.087,-0.641,1.831,0.183,66.667,475.000
-3825.546,-3832.967,-3828.765,-3843.070,-3831.447,-3833.235,-3835.649,-3832.162,-0.000,1.020,0.086,-0.580,1.770,0.275,66.667,476.000
-3825.457,-3832.877,-3829.212,-3843.249,-3831.178,-3833.682,-3835.470,-3832.251,-0.001,1.020,0.087,-0.641,1.770,0.488,66.667,477.000
-3825.457,-3832.609,-3828.943,-3843.070,-3831.447,-3833.503,-3835.738,-3832.341,0.000,1.021,0.087,-0.580,1.770,0.610,66.667,478.000
-3825.457,-3832.609,-3828.765,-3842.802,-3831.626,-3833.324,-3835.381,-3832.341,0.000,1.021,0.085,-0.580,1.740,0.671,66.667,479.000
-3825.635,-3832.430,-3828.765,-3842.712,-3831.626,-3833.056,-3835.023,-3832.341,0.002,1.021,0.087,-0.549,1.678,0.793,66.667,480.000
-3825.904,-3832.788,-3828.675,-3842.802,-3831.626,-3833.056,-3835.202,-3832.520,0.003,1.020,0.084,-0.580,1.770,0.824,66.667,481.000
-3825.725,-3832.788,-3828.943,-3842.891,-3831.447,-3832.967,-3835.381,-3832.788,0.002,1.022,0.083,-0.519,1.678,0.824,66.667,482.000
-3825.188,-3833.056,-3828.765,-3842.712,-3831.357,-3832.788,-3835.023,-3832.341,0.004,1.020,0.086,-0.641,1.709,0.702,66.667,483.000
-3825.457,-3833.235,-3828.854,-3842.891,-3831.000,-3833.324,-3835.202,-3832.251,0.004,1.019,0.086,-0.763,1.770,0.671,66.667,484.000
-3825.546,-3833.235,-3829.212,-3842.891,-3831.268,-3833.682,-3834.755,-3832.520,0.007,1.019,0.088,-0.793,1.709,0.580,66.667,485.000
-3825.457,-3833.235,-3828.765,-3843.070,-3831.268,-3833.235,-3835.202,-3832.520,0.004,1.019,0.087,-0.763,1.648,0.580,66.667,486.000
-3825.457,-3832.788,-3828.586,-3842.802,-3831.178,-3833.056,-3835.113,-3832.520,0.004,1.019,0.087,-0.793,1.709,0.549,66.667,487.000
-3825.367,-3832.609,-3828.496,-3842.980,-3831.178,-3833.056,-3835.023,-3832.609,0.004,1.019,0.089,-0.702,1.770,0.488,66.667,488.000
-3825.457,-3832.162,-3828.943,-3842.623,-3831.268,-3833.146,-3834.934,-3832.520,0.003,1.020,0.091,-0.763,1.740,0.427,66.667,489.000
-3825.278,-3832.073,-3829.212,-3842.980,-3831.357,-3833.324,-3835.023,-3832.341,0.002,1.021,0.091,-0.641,1.770,0.549,66.667,490.000
-3825.546,-3833.056,-3829.033,-3842.891,-3831.447,-3833.414,-3835.113,-3832.520,0.003,1.019,0.088,-0.580,1.709,0.519,66.667,491.000
-3825.904,-3832.788,-3829.033,-3842.891,-3831.357,-3833.503,-3835.202,-3832.698,0.002,1.018,0.087,-0.427,1.770,0.580,66.667,492.000
-3825.635,-3832.877,-3829.122,-3843.070,-3831.268,-3833.324,-3835.023,-3832.609,0.003,1.018,0.086,-0.427,1.831,0.488,66.667,493.000
-3825.546,-3832.967,-3829.301,-3842.802,-3831.357,-3833.414,-3835.023,-3832.162,0.003,1.020,0.087,-0.305,1.831,0.488,66.667,494.000
-3825.814,-3832.788,-3829.301,-3842.802,-3831.447,-3833.503,-3835.470,-3832.520,0.003,1.020,0.086,-0.397,1.892,0.427,66.667,495.000
-3825.814,-3832.341,-3829.212,-3842.802,-3831.268,-3833.414,-3835.470,-3832.788,0.003,1.020,0.084,-0.336,1.892,0.427,66.667,496.000
-3825.725,-3832.251,-3829.033,-3842.891,-3831.268,-3832.967,-3835.291,-3832.609,0.001,1.019,0.085,-0.427,1.862,0.366,66.667,497.000
-3825.635,-3832.341,-3828.765,-3842.891,-3831.268,-3832.967,-3835.023,-3832.788,0.003,1.020,0.087,-0.549,1.862,0.305,66.667,498.000
-3825.367,-3832.609,-3828.943,-3842.891,-3831.089,-3833.235,-3835.291,-3832.609,0.002,1.019,0.086,-0.549,1.831,0.305,66.667,499.000
-3825.725,-3832.341,-3828.854,-3842.802,-3831.268,-3833.235,-3835.023,-3832.341,0.003,1.020,0.089,-0.641,1.862,0.305,66.667,500.000
-3825.635,-3832.967,-3828.765,-3843.159,-3831.715,-3833.682,-3835.202,-3832.609,0.001,1.021,0.089,-0.671,1.801,0.366,66.667,501.000
-3825.457,-3832.877,-3828.765,-3843.159,-3831.983,-3833.056,-3835.202,-3832.609,0.002,1.021,0.088,-0.671,1.709,0.397,66.667,502.000
-3825.188,-3832.520,-3828.765,-3843.070,-3831.983,-3832.967,-3835.202,-3832.430,0.002,1.022,0.088,-0.641,1.831,0.397,66.667,503.000
-3825.278,-3832.609,-3828.765,-3843.070,-3831.894,-3833.235,-3835.649,-3832.609,0.000,1.020,0.089,-0.610,1.801,0.427,66.667,504.000
-3825.367,-3832.609,-3828.943,-3842.444,-3831.715,-3833.414,-3835.470,-3832.430,0.000,1.021,0.091,-0.519,1.831,0.580,66.667,505.000
-3825.635,-3832.698,-3828.586,-3842.623,-3831.447,-3833.235,-3835.560,-3832.162,0.002,1.019,0.088,-0.427,1.801,0.641,66.667,506.000
-3825.725,-3832.788,-3829.212,-3842.891,-3831.626,-3833.146,-3835.202,-3832.341,0.001,1.019,0.087,-0.488,1.770,0.641,66.667,507.000
-2579.570,-2587.617,-2583.951,-2597.183,-2586.186,-2587.528,-2589.673,-2587.170,0.002,1.020,0.088,-0.549,1.831,0.732,66.667,508.000
2411.664,2400.756,2405.584,2391.726,2402.455,2402.902,2399.326,2402.813,0.003,1.019,0.088,-0.671,1.801,0.793,66.667,509.000
3661.752,3649.861,3655.315,3640.920,3651.560,3652.096,3648.788,3652.633,0.003,1.018,0.085,-0.702,1.678,0.671,66.667,510.000
3661.573,3649.682,3655.405,3641.010,3651.202,3651.828,3648.699,3652.454,0.003,1.018,0.086,-0.793,1.770,0.702,66.667,511.000
3661.573,3649.861,3655.315,3641.010,3651.739,3651.917,3648.341,3652.275,0.003,1.019,0.089,-0.854,1.831,0.763,66.667,512.000
3661.842,3649.682,3655.405,3640.920,3651.739,3652.096,3649.057,3652.633,0.004,1.019,0.086,-0.854,1.801,0.824,66.667,513.000
3661.752,3649.772,3655.583,3640.920,3651.649,3651.917,3649.504,3652.186,0.002,1.019,0.087,-0.793,1.831,0.671,66.667,514.000
3661.484,3649.951,3655.583,3641.010,3651.828,3652.275,3649.325,3652.543,0.003,1.019,0.086,-0.824,1.740,0.610,66.667,515.000
3661.573,3650.129,3655.673,3641.278,3652.007,3652.365,3648.967,3652.275,0.004,1.022,0.089,-0.671,1.740,0.549,66.667,516.000
3661.484,3649.951,3655.226,3640.831,3651.828,3652.186,3649.504,3652.633,0.003,1.021,0.088,-0.580,1.709,0.427,66.667,517.000
3661.663,3649.861,3655.226,3640.920,3651.739,3652.543,3648.967,3652.543,0.004,1.020,0.089,-0.458,1.740,0.427,66.667,518.000
3661.573,3649.593,3655.315,3641.010,3651.649,3652.186,3648.788,3652.186,0.003,1.020,0.089,-0.488,1.770,0.366,66.667,519.000
3661.395,3649.414,3655.315,3641.010,3651.739,3652.096,3648.967,3652.633,0.002,1.018,0.087,-0.427,1.801,0.366,66.667,520.000
3661.305,3649.861,3655.047,3641.189,3651.917,3652.186,3648.788,3652.812,0.002,1.019,0.088,-0.397,1.892,0.366,66.667,521.000
3661.752,3649.951,3655.673,3641.099,3651.917,3652.186,3648.520,3652.633,0.002,1.018,0.089,-0.458,1.862,0.366,66.667,522.000
3661.752,3649.861,3655.762,3641.189,3651.739,3652.275,3648.610,3652.543,0.002,1.018,0.087,-0.519,1.801,0.366,66.667,523.000
3661.842,3649.861,3655.673,3641.099,3651.828,3652.365,3648.878,3652.275,0.002,1.020,0.085,-0.488,1.770,0.305,66.667,524.000
3661.752,3649.951,3655.405,3641.189,3651.649,3652.186,3649.235,3652.543,0.001,1.019,0.088,-0.458,1.770,0.305,66.667,525.000
3661.305,3649.682,3655.315,3641.189,3651.470,3652.007,3648.967,3652.812,0.001,1.020,0.088,-0.549,1.831,0.397,66.667,526.000
3661.216,3649.414,3655.494,3640.563,3651.470,3652.186,3648.788,3652.365,0.003,1.020,0.085,-0.580,1.831,0.427,66.667,527.000
3661.305,3649.504,3655.315,3641.010,3651.649,3651.917,3648.431,3652.722,0.003,1.020,0.090,-0.580,1.892,0.488,66.667,528.000
3661.305,3649.861,3655.226,3641.010,3651.649,3652.275,3648.431,3652.901,0.003,1.020,0.086,-0.488,1.862,0.488,66.667,529.000
3661.395,3650.040,3655.673,3641.010,3651.202,3652.365,3648.878,3652.722,0.001,1.021,0.085,-0.427,1.831,0.549,66.667,530.000
3661.395,3649.951,3655.315,3641.189,3651.649,3652.275,3648.788,3652.722,0.002,1.020,0.084,-0.549,1.923,0.580,66.667,531.000
3661.573,3649.951,3655.673,3641.099,3652.186,3652.543,3648.610,3652.722,0.001,1.021,0.087,-0.549,1.862,0.641,66.667,532.000
3661.484,3649.414,3655.673,3641.010,3652.186,3652.096,3648.610,3652.633,0.002,1.020,0.085,-0.641,1.831,0.641,66.667,533.000
3661.305,3649.593,3655.494,3640.920,3651.739,3652.365,3648.610,3652.722,0.003,1.019,0.085,-0.702,1.740,0.702,66.667,534.000
3661.484,3649.951,3655.494,3640.920,3651.739,3652.365,3649.057,3652.543,0.002,1.018,0.087,-0.732,1.740,0.702,66.667,535.000
3661.573,3649.951,3655.494,3640.652,3651.828,3652.096,3648.788,3652.365,0.002,1.018,0.086,-0.854,1.770,0.732,66.667,536.000
3661.573,3649.772,3655.494,3640.652,3651.739,3652.365,3649.057,3652.543,0.002,1.018,0.085,-0.885,1.648,0.641,66.667,537.000
3661.663,3649.772,3655.673,3641.368,3651.917,3652.633,3649.235,3652.812,0.001,1.017,0.087,-0.824,1.556,0.763,66.667,538.000
3661.752,3650.219,3655.583,3641.457,3651.917,3652.633,3649.057,3652.633,0.002,1.020,0.091,-0.854,1.648,0.732,66.667,539.000
3661.931,3649.861,3655.315,3640.831,3651.828,3652.543,3648.967,3652.186,0.001,1.018,0.088,-0.702,1.740,0.702,66.667,540.000
3661.931,3649.504,3655.583,3640.831,3651.739,3652.633,3648.788,3652.454,0.003,1.019,0.087,-0.580,1.648,0.732,66.667,541.000
3661.752,3649.504,3655.673,3640.563,3651.828,3652.454,3648.520,3652.633,0.003,1.018,0.088,-0.488,1.709,0.732,66.667,542.000
3661.931,3649.861,3655.315,3640.742,3651.739,3652.275,3649.057,3652.633,0.002,1.019,0.085,-0.458,1.770,0.671,66.667,543.000
3661.931,3649.951,3655.226,3640.742,3652.007,3652.275,3649.325,3652.990,0.002,1.017,0.089,-0.427,1.801,0.519,66.667,544.000
3662.110,3649.861,3655.673,3641.278,3651.917,3652.096,3649.057,3652.365,0.001,1.019,0.087,-0.397,1.892,0.549,66.667,545.000
3661.573,3649.504,3655.315,3640.920,3651.649,3652.096,3649.057,3652.275,0.001,1.019,0.088,-0.397,1.770,0.397,66.667,546.000
3661.931,3649.682,3655.673,3640.563,3652.096,3652.096,3649.057,3652.096,0.002,1.020,0.088,-0.427,1.862,0.275,66.667,547.000
3661.752,3649.861,3655.405,3640.742,3652.186,3652.186,3648.788,3652.365,0.003,1.020,0.088,-0.427,1.831,0.153,66.667,548.000
3661.842,3649.772,3655.315,3641.099,3651.739,3652.096,3648.520,3652.722,0.004,1.019,0.090,-0.458,1.801,0.183,66.667,549.000
3661.752,3649.861,3655.494,3641.189,3651.917,3652.275,3648.699,3652.722,0.003,1.020,0.089,-0.549,1.831,0.244,66.667,550.000
3661.484,3649.682,3655.494,3641.010,3652.096,3652.186,3648.788,3652.812,0.002,1.022,0.089,-0.549,1.770,0.244,66.667,551.000
3661.305,3649.682,3655.583,3640.742,3651.917,3651.828,3648.878,3652.722,0.002,1.022,0.086,-0.549,1.770,0.275,66.667,552.000
3661.752,3649.504,3655.226,3640.831,3651.649,3651.917,3648.520,3652.633,0.001,1.021,0.089,-0.641,1.770,0.427,66.667,553.000
3661.752,3649.682,3655.315,3640.831,3651.917,3652.543,3648.431,3652.365,0.000,1.021,0.087,-0.610,1.770,0.549,66.667,554.000
3661.931,3649.772,3655.405,3640.742,3651.292,3652.365,3648.699,3652.275,0.001,1.020,0.085,-0.580,1.740,0.641,66.667,555.000
3661.752,3649.861,3655.494,3640.831,3651.292,3652.186,3648.788,3652.186,-0.000,1.021,0.085,-0.549,1.678,0.702,66.667,556.000
3661.842,3649.504,3655.405,3640.920,3651.828,3652.365,3648.699,3652.275,0.000,1.020,0.081,-0.610,1.678,0.732,66.667,557.000
3661.573,3649.504,3655.047,3640.742,3651.828,3652.275,3648.610,3652.633,0.000,1.021,0.085,-0.641,1.801,0.763,66.667,558.000
3661.663,3649.861,3655.136,3640.742,3651.828,3652.096,3648.788,3653.080,0.002,1.021,0.086,-0.732,1.801,0.702,66.667,559.000
3661.663,3650.308,3655.315,3640.742,3651.917,3652.543,3649.057,3653.259,0.001,1.020,0.086,-0.824,1.801,0.732,66.667,560.000
3661.663,3650.129,3655.673,3640.742,3651.828,3652.543,3648.788,3652.722,0.001,1.018,0.088,-0.916,1.770,0.732,66.667,561.000
3661.573,3649.861,3655.494,3640.473,3651.381,3652.454,3648.431,3652.275,0.003,1.019,0.088,-1.007,1.770,0.610,66.667,562.000
3661.484,3649.504,3655.941,3640.920,3651.917,3651.917,3648.788,3652.633,0.003,1.019,0.087,-0.946,1.709,0.580,66.667,563.000
3661.395,3649.861,3655.583,3640.831,3651.649,3652.365,3648.520,3652.543,0.003,1.020,0.090,-0.885,1.740,0.671,66.667,564.000
3661.842,3649.951,3655.494,3640.920,3651.739,3652.633,3648.699,3652.812,0.003,1.021,0.089,-0.702,1.709,0.580,66.667,565.000
3661.305,3649.861,3655.494,3641.010,3651.560,3651.917,3648.788,3652.454,0.001,1.022,0.086,-0.580,1.740,0.671,66.667,566.000
3661.216,3649.951,3655.405,3641.189,3651.917,3651.739,3649.057,3652.812,0.001,1.021,0.087,-0.641,1.709,0.671,66.667,567.000
3661.573,3649.861,3655.226,3641.189,3651.739,3651.739,3649.235,3652.633,0.002,1.021,0.088,-0.549,1.678,0.519,66.667,568.000
3661.752,3649.951,3655.315,3641.368,3651.917,3652.096,3648.878,3652.633,0.003,1.022,0.086,-0.488,1.678,0.580,66.667,569.000
3661.663,3650.219,3655.226,3641.368,3651.828,3652.365,3648.878,3652.454,0.002,1.021,0.087,-0.458,1.709,0.519,66.667,570.000
3661.663,3649.951,3655.494,3640.920,3651.828,3652.186,3649.235,3652.365,0.003,1.021,0.090,-0.458,1.862,0.458,66.667,571.000
2415.687,2404.958,2410.055,2395.481,2406.747,2406.300,2403.707,2407.104,0.004,1.019,0.087,-0.458,1.770,0.458,66.667,572.000
-2575.905,-2583.057,-2579.660,-2593.518,-2582.074,-2583.951,-2585.829,-2582.699,0.001,1.019,0.087,-0.610,1.801,0.366,66.667,573.000
-3825.635,-3832.520,-3829.212,-3842.802,-3831.178,-3833.414,-3835.202,-3832.341,0.003,1.017,0.087,-0.549,1.740,0.275,66.667,574.000
-3825.546,-3832.609,-3829.122,-3842.891,-3831.447,-3833.503,-3835.560,-3832.073,0.001,1.019,0.085,-0.549,1.709,0.458,66.667,575.000
-3825.814,-3832.609,-3829.212,-3843.159,-3831.089,-3833.414,-3835.560,-3831.894,0.001,1.019,0.087,-0.580,1.801,0.519,66.667,576.000
-3825.814,-3832.877,-3829.212,-3843.070,-3831.268,-3833.146,-3835.381,-3831.983,0.002,1.020,0.089,-0.427,1.770,0.580,66.667,577.000
-3825.546,-3832.788,-3828.943,-3842.802,-3831.268,-3833.414,-3835.470,-3832.073,0.000,1.021,0.089,-0.488,1.678,0.641,66.667,578.000
-3825.188,-3832.967,-3828.586,-3842.712,-3831.268,-3833.235,-3835.202,-3832.609,0.002,1.021,0.090,-0.488,1.678,0.641,66.667,579.000
-3825.278,-3832.698,-3828.675,-3842.623,-3831.178,-3833.235,-3835.113,-3832.251,0.002,1.021,0.088,-0.488,1.740,0.671,66.667,580.000
-3825.546,-3832.430,-3829.033,-3842.712,-3831.089,-3833.235,-3835.470,-3832.341,0.003,1.020,0.084,-0.549,1.770,0.549,66.667,581.000
-3825.457,-3832.430,-3829.390,-3842.891,-3831.715,-3833.593,-3835.470,-3832.341,0.003,1.021,0.086,-0.610,1.770,0.580,66.667,582.000
-3825.635,-3832.698,-3829.301,-3842.712,-3831.626,-3833.682,-3835.291,-3832.341,0.005,1.019,0.086,-0.519,1.740,0.549,66.667,583.000
-3825.546,-3832.430,-3829.122,-3842.891,-3831.715,-3833.593,-3835.291,-3832.341,0.003,1.019,0.086,-0.641,1.617,0.488,66.667,584.000
-3825.278,-3832.698,-3828.943,-3842.980,-3831.178,-3833.235,-3835.291,-3832.520,0.001,1.019,0.085,-0.702,1.678,0.488,66.667,585.000
-3825.546,-3832.788,-3829.033,-3842.891,-3831.447,-3832.788,-3835.291,-3832.251,0.001,1.016,0.087,-0.793,1.709,0.519,66.667,586.000
-3825.367,-3832.877,-3828.943,-3842.533,-3831.268,-3832.967,-3835.202,-3832.162,0.001,1.019,0.087,-0.824,1.587,0.549,66.667,587.000
-3825.278,-3832.609,-3828.854,-3842.802,-3831.447,-3832.967,-3835.202,-3832.609,0.002,1.021,0.089,-0.824,1.556,0.427,66.667,588.000
-3825.367,-3832.609,-3828.586,-3842.891,-3831.447,-3833.235,-3835.113,-3832.788,0.003,1.021,0.087,-0.732,1.648,0.519,66.667,589.000
-3825.367,-3832.609,-3828.586,-3842.891,-3831.536,-3833.235,-3834.844,-3832.520,0.003,1.021,0.089,-0.671,1.709,0.610,66.667,590.000
-3825.457,-3832.341,-3829.033,-3842.444,-3831.178,-3833.414,-3834.844,-3832.520,0.001,1.021,0.087,-0.671,1.678,0.549,66.667,591.000
-3825.993,-3832.520,-3829.212,-3842.444,-3831.268,-3833.146,-3834.844,-3832.609,0.001,1.021,0.088,-0.610,1.648,0.671,66.667,592.000
-3826.082,-3832.698,-3828.943,-3842.712,-3831.268,-3833.503,-3835.202,-3832.430,0.004,1.021,0.087,-0.549,1.740,0.671,66.667,593.000
-3825.904,-3832.788,-3828.943,-3842.712,-3831.357,-3833.503,-3835.023,-3832.251,0.003,1.021,0.089,-0.458,1.709,0.610,66.667,594.000
-3825.635,-3832.609,-3829.301,-3842.802,-3831.536,-3833.682,-3835.202,-3832.073,0.003,1.019,0.086,-0.458,1.831,0.519,66.667,595.000
-3825.546,-3832.609,-3829.122,-3842.891,-3831.357,-3833.324,-3835.023,-3832.520,0.002,1.020,0.086,-0.641,1.831,0.549,66.667,596.000
-3825.278,-3833.056,-3829.301,-3843.249,-3831.626,-3833.056,-3835.202,-3832.698,0.002,1.021,0.083,-0.580,1.801,0.458,66.667,597.000
-3825.635,-3832.788,-3829.033,-3843.070,-3831.357,-3833.235,-3835.291,-3832.520,0.001,1.019,0.084,-0.671,1.770,0.427,66.667,598.000
-3825.814,-3832.341,-3828.943,-3842.712,-3830.821,-3833.146,-3835.202,-3832.698,0.000,1.017,0.088,-0.702,1.770,0.366,66.667,599.000
-3825.725,-3832.162,-3828.586,-3842.802,-3831.178,-3832.788,-3835.113,-3832.520,0.000,1.017,0.088,-0.702,1.740,0.397,66.667,600.000
-3825.457,-3832.520,-3828.318,-3843.070,-3830.821,-3832.967,-3835.202,-3832.162,0.001,1.020,0.088,-0.763,1.770,0.366,66.667,601.000
-3825.993,-3832.788,-3828.586,-3843.159,-3830.821,-3833.146,-3835.202,-3832.341,0.003,1.018,0.088,-0.671,1.801,0.336,66.667,602.000
-3825.814,-3832.520,-3829.212,-3842.980,-3830.910,-3833.056,-3835.023,-3832.341,0.001,1.020,0.090,-0.488,1.831,0.458,66.667,603.000
-3825.457,-3832.341,-3829.033,-3842.623,-3831.089,-3833.056,-3835.202,-3832.341,0.002,1.020,0.087,-0.427,1.862,0.549,66.667,604.000
-3825.635,-3832.609,-3829.033,-3842.980,-3831.447,-3833.235,-3835.291,-3832.251,0.002,1.021,0.086,-0.397,1.678,0.610,66.667,605.000
-3825.635,-3832.788,-3829.033,-3843.159,-3831.447,-3833.861,-3834.934,-3832.520,0.003,1.021,0.089,-0.397,1.617,0.549,66.667,606.000
-3825.635,-3832.698,-3828.675,-3843.159,-3831.715,-3833.414,-3835.113,-3832.520,0.003,1.020,0.088,-0.458,1.678,0.519,66.667,607.000
-3825.457,-3833.056,-3828.765,-3843.159,-3831.626,-3833.414,-3835.291,-3832.520,0.004,1.021,0.087,-0.488,1.678,0.458,66.667,608.000
-3825.635,-3832.877,-3829.212,-3842.891,-3831.626,-3833.414,-3835.291,-3832.430,0.003,1.021,0.087,-0.488,1.770,0.305,66.667,609.000
-3825.188,-3832.341,-3829.301,-3842.265,-3831.089,-3833.324,-3835.023,-3832.341,0.003,1.018,0.086,-0.580,1.740,0.366,66.667,610.000
-3825.367,-3832.520,-3828.943,-3842.623,-3831.178,-3833.235,-3834.934,-3832.609,0.004,1.020,0.087,-0.732,1.892,0.397,66.667,611.000
-3825.278,-3832.609,-3828.765,-3842.802,-3831.894,-3833.503,-3835.023,-3832.609,0.005,1.019,0.088,-0.793,1.801,0.458,66.667,612.000
-3825.635,-3832.609,-3828.765,-3842.354,-3831.447,-3833.235,-3835.649,-3832.341,0.002,1.018,0.086,-0.793,1.740,0.366,66.667,613.000
-3825.635,-3832.698,-3828.943,-3842.444,-3831.536,-3833.056,-3835.291,-3832.162,0.003,1.021,0.087,-0.824,1.740,0.519,66.667,614.000
-3825.635,-3832.609,-3829.033,-3842.712,-3831.536,-3832.967,-3834.934,-3832.251,0.002,1.021,0.088,-0.702,1.709,0.580,66.667,615.000
-3825.635,-3832.609,-3828.943,-3842.623,-3831.447,-3833.324,-3835.470,-3832.520,0.001,1.019,0.087,-0.641,1.648,0.610,66.667,616.000
-3825.457,-3832.520,-3829.033,-3842.891,-3831.447,-3833.414,-3835.381,-3832.520,-0.000,1.018,0.088,-0.580,1.740,0.519,66.667,617.000
-3825.457,-3832.341,-3829.033,-3842.533,-3831.000,-3833.056,-3835.023,-3832.520,0.001,1.021,0.089,-0.397,1.770,0.580,66.667,618.000
-3825.635,-3832.788,-3828.854,-3842.444,-3831.178,-3833.146,-3835.023,-3832.609,0.000,1.018,0.088,-0.397,1.801,0.641,66.667,619.000
-3825.457,-3833.235,-3829.033,-3842.802,-3831.447,-3833.235,-3835.113,-3832.609,0.003,1.022,0.088,-0.397,1.801,0.641,66.667,620.000
-3825.814,-3833.056,-3829.212,-3843.070,-3831.894,-3833.503,-3835.202,-3832.788,0.002,1.021,0.088,-0.519,1.770,0.610,66.667,621.000
-3825.814,-3832.788,-3829.033,-3843.070,-3831.894,-3833.414,-3835.291,-3832.877,0.003,1.021,0.085,-0.580,1.801,0.580,66.667,622.000
-3825.814,-3832.430,-3828.854,-3842.980,-3831.804,-3833.593,-3835.291,-3832.073,0.004,1.020,0.084,-0.671,1.709,0.519,66.667,623.000
-3825.904,-3832.698,-3828.854,-3842.891,-3831.447,-3833.235,-3835.291,-3832.520,0.002,1.021,0.087,-0.732,1.740,0.427,66.667,624.000
-3825.635,-3832.698,-3828.943,-3842.891,-3831.000,-3833.414,-3835.023,-3832.698,0.000,1.020,0.088,-0.732,1.831,0.366,66.667,625.000
-3825.367,-3832.967,-3829.212,-3842.891,-3831.178,-3833.414,-3835.291,-3832.877,0.001,1.019,0.089,-0.702,1.801,0.397,66.667,626.000
-3825.278,-3832.877,-3828.765,-3842.891,-3831.268,-3833.503,-3835.291,-3832.430,0.002,1.020,0.088,-0.671,1.709,0.488,66.667,627.000
-3825.457,-3832.698,-3828.675,-3842.712,-3831.268,-3833.682,-3834.844,-3832.341,0.003,1.020,0.087,-0.702,1.648,0.458,66.667,628.000
-3825.278,-3832.520,-3828.943,-3842.891,-3831.268,-3833.235,-3835.202,-3832.609,0.001,1.020,0.083,-0.580,1.678,0.641,66.667,629.000
-3825.457,-3832.609,-3829.033,-3842.891,-3831.268,-3833.414,-3835.202,-3832.520,0.002,1.019,0.085,-0.488,1.740,0.610,66.667,630.000
-3825.725,-3832.609,-3828.586,-3842.891,-3831.357,-3833.503,-3835.470,-3832.520,0.003,1.018,0.088,-0.458,1.709,0.610,66.667,631.000
-3825.635,-3832.073,-3828.765,-3842.802,-3831.357,-3833.235,-3835.113,-3832.520,0.002,1.018,0.085,-0.519,1.740,0.610,66.667,632.000
-3825.188,-3832.520,-3828.586,-3842.891,-3831.268,-3833.056,-3835.023,-3832.430,0.002,1.018,0.086,-0.488,1.740,0.488,66.667,633.000
