collect.....= UnicornPy_2020.05.30.0
device......= UN-2019.05.51
samplerate..= 250.000
channels....= 16
date........= 2020-06-24T11:05:15.097741
filename....= Raw\example626
FZ, C3, CZ, C4, PZ, O1, OZ, O2, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, Battery, Sample
111097.922,110993.938,111413.078,111335.836,111340.570,111385.273,111615.320,111590.281,0.567,0.779,0.440,-0.458,1.495,0.427,73.333,1886.000
108378.789,108275.609,108694.664,108616.875,108621.703,108666.500,108895.289,108871.062,0.567,0.781,0.441,-0.336,1.709,0.153,73.333,1887.000
106393.508,106291.398,106710.180,106631.859,106637.141,106681.750,106910.008,106886.312,0.565,0.783,0.441,-0.122,1.801,-0.092,73.333,1888.000
108784.156,108681.609,109100.125,109022.250,109027.609,109072.312,109301.195,109276.703,0.560,0.782,0.439,-0.153,1.892,-0.122,73.333,1889.000
111271.547,111168.016,111586.438,111509.281,111514.109,111558.812,111788.859,111763.914,0.556,0.777,0.435,-0.275,1.984,0.061,73.333,1890.000
109126.500,109023.414,109442.102,109364.406,109369.594,109413.938,109643.359,109619.133,0.549,0.770,0.437,-0.397,1.892,0.305,73.333,1891.000
106554.617,106452.336,106870.672,106792.617,106798.516,106842.328,107070.938,107047.250,0.546,0.766,0.429,-0.519,1.953,0.519,73.333,1892.000
108318.258,108215.258,108634.039,108556.258,108561.805,108605.703,108834.938,108810.711,0.546,0.762,0.431,-0.580,1.831,0.610,73.333,1893.000
111279.062,111174.992,111593.859,111516.789,111521.711,111566.148,111796.367,111770.977,0.544,0.763,0.432,-0.671,1.648,0.641,73.333,1894.000
109859.094,109755.836,110174.258,110096.828,110102.281,110146.273,110375.867,110351.102,0.548,0.765,0.433,-0.671,1.617,0.580,73.333,1895.000
106858.062,106755.961,107174.656,107096.242,107102.320,107146.133,107374.570,107350.781,0.549,0.769,0.434,-0.732,1.617,0.580,73.333,1896.000
107890.625,107788.070,108206.945,108129.070,108134.344,108178.781,108407.398,108383.344,0.551,0.769,0.434,-0.671,1.526,0.671,73.333,1897.000
111133.508,111029.523,111448.750,111371.234,111376.156,111420.680,111650.727,111625.422,0.551,0.768,0.435,-0.610,1.495,0.641,73.333,1898.000
110541.812,110438.367,110857.328,110779.719,110784.906,110829.430,111059.117,111033.812,0.552,0.766,0.433,-0.519,1.648,0.519,73.333,1899.000
107302.953,107200.672,107619.453,107541.398,107547.031,107591.023,107819.547,107795.586,0.552,0.766,0.435,-0.366,1.709,0.488,73.333,1900.000
107548.375,107445.555,107864.875,107786.820,107792.094,107836.000,108064.875,108040.648,0.553,0.771,0.435,-0.244,1.587,0.275,73.333,1901.000
110862.516,110758.711,111178.117,111100.336,111105.250,111149.773,111379.914,111354.609,0.554,0.775,0.435,-0.336,1.587,0.214,73.333,1902.000
111138.961,111034.617,111453.938,111376.602,111381.430,111426.047,111656.266,111630.969,0.556,0.777,0.435,-0.366,1.495,0.366,73.333,1903.000
107869.789,107766.617,108185.844,108107.617,108113.156,108157.328,108386.297,108362.070,0.555,0.777,0.437,-0.427,1.495,0.427,73.333,1904.000
107309.031,107205.945,107624.820,107546.945,107552.133,107596.742,107825.180,107801.125,0.557,0.778,0.435,-0.427,1.648,0.519,73.333,1905.000
110489.508,110385.617,110804.484,110727.242,110732.156,110777.039,111006.727,110981.602,0.556,0.776,0.437,-0.488,1.678,0.549,73.333,1906.000
111616.484,111512.055,111930.750,111853.500,111858.594,111903.477,112133.609,112108.219,0.555,0.775,0.437,-0.427,1.770,0.732,73.333,1907.000
108536.320,108433.148,108851.930,108773.969,108779.328,108823.852,109052.914,109028.773,0.554,0.770,0.436,-0.580,1.709,0.702,73.333,1908.000
107199.508,107096.688,107515.469,107436.797,107442.695,107487.219,107715.656,107691.875,0.554,0.768,0.432,-0.610,1.770,0.519,73.333,1909.000
110050.695,109946.719,110365.859,110287.891,110293.438,110337.961,110567.469,110542.617,0.552,0.764,0.432,-0.580,1.862,0.458,73.333,1910.000
111948.180,111843.305,112262.625,112185.023,112190.297,112235.000,112465.133,112439.828,0.551,0.766,0.435,-0.427,1.831,0.305,73.333,1911.000
109271.250,109167.359,109586.492,109508.445,109513.805,109558.156,109787.664,109762.898,0.552,0.770,0.433,-0.397,1.892,0.214,73.333,1912.000
107238.578,107135.852,107554.812,107476.219,107481.766,107525.930,107754.547,107730.406,0.556,0.773,0.436,-0.275,1.801,0.336,73.333,1913.000
109585.961,109482.516,109901.117,109823.156,109828.609,109872.953,110102.281,110077.695,0.553,0.777,0.435,-0.458,1.770,0.488,73.333,1914.000
112117.164,112012.914,112431.156,112354.086,112359.367,112403.891,112634.109,112608.633,0.555,0.779,0.435,-0.549,1.648,0.549,73.333,1915.000
110027.805,109924.008,110342.789,110265.273,110270.367,110315.344,110544.578,110519.812,0.554,0.775,0.436,-0.610,1.556,0.610,73.333,1916.000
107420.789,107318.148,107736.930,107658.703,107663.797,107708.594,107937.297,107913.242,0.557,0.772,0.436,-0.610,1.648,0.763,73.333,1917.000
109132.133,109028.508,109447.555,109369.148,109374.508,109419.305,109648.547,109623.781,0.556,0.771,0.432,-0.671,1.678,0.671,73.333,1918.000
112121.984,112017.469,112436.609,112358.734,112363.922,112408.625,112638.852,112613.641,0.557,0.771,0.433,-0.549,1.678,0.549,73.333,1919.000
110769.531,110665.461,111084.508,111006.281,111011.555,111056.523,111286.125,111261.539,0.554,0.769,0.435,-0.458,1.709,0.458,73.333,1920.000
107749.539,107646.367,108065.328,107986.648,107992.102,108036.539,108265.508,108241.633,0.553,0.766,0.435,-0.397,1.648,0.275,73.333,1921.000
108723.000,108619.562,109038.609,108960.469,108965.922,109010.359,109239.414,109215.453,0.554,0.769,0.431,-0.336,1.831,0.275,73.333,1922.000
111978.039,111873.078,112292.758,112214.789,112220.070,112264.594,112494.633,112469.781,0.554,0.767,0.431,-0.244,1.801,0.214,73.333,1923.000
111455.641,111351.211,111770.617,111692.656,111697.844,111742.273,111972.320,111947.109,0.552,0.767,0.431,-0.275,1.801,0.244,73.333,1924.000
108211.859,108108.773,108527.914,108449.773,108454.875,108499.039,108728.102,108704.227,0.550,0.768,0.429,-0.366,1.678,0.427,73.333,1925.000
108392.914,108289.383,108708.969,108630.469,108635.648,108680.086,108909.508,108885.273,0.552,0.767,0.432,-0.458,1.648,0.610,73.333,1926.000
111700.523,111595.828,112015.594,111937.359,111942.547,111987.430,112217.297,112192.266,0.552,0.767,0.431,-0.458,1.648,0.671,73.333,1927.000
112046.711,111942.367,112361.422,112283.633,112288.734,112333.523,112563.391,112538.180,0.554,0.766,0.432,-0.488,1.495,0.580,73.333,1928.000
108791.312,108688.133,109107.094,109028.508,109033.961,109078.844,109307.547,109283.320,0.553,0.762,0.431,-0.305,1.587,0.580,73.333,1929.000
108168.859,108065.953,108484.914,108406.320,108412.047,108456.305,108685.633,108661.133,0.554,0.763,0.431,-0.366,1.495,0.519,73.333,1930.000
111325.641,111221.305,111640.797,111562.656,111567.758,111612.547,111842.594,111817.109,0.557,0.771,0.434,-0.275,1.465,0.366,73.333,1931.000
112512.789,112407.914,112827.406,112749.805,112754.812,112799.422,113029.734,113004.344,0.562,0.782,0.437,-0.336,1.465,0.214,73.333,1932.000
109462.664,109358.953,109778.453,109700.312,109705.406,109750.023,109979.438,109954.852,0.565,0.792,0.442,-0.305,1.648,0.214,73.333,1933.000
108070.781,107967.602,108387.008,108308.422,108313.789,108358.492,108587.281,108562.609,0.565,0.793,0.441,-0.549,1.617,0.397,73.333,1934.000
110881.914,110777.664,111197.164,111119.109,111124.297,111168.734,111398.508,111373.297,0.563,0.787,0.439,-0.702,1.770,0.641,73.333,1935.000
112827.055,112722.180,113141.766,113064.336,113069.344,113113.961,113344.359,113318.609,0.560,0.774,0.437,-0.763,1.801,0.763,73.333,1936.000
110190.891,110086.906,110506.312,110428.172,110433.805,110478.242,110707.656,110683.070,0.555,0.762,0.437,-0.610,1.923,0.671,73.333,1937.000
108110.562,108007.570,108426.891,108348.117,108353.750,108398.453,108627.156,108603.195,0.552,0.758,0.433,-0.427,1.953,0.305,73.333,1938.000
110412.977,110308.812,110728.398,110650.352,110655.445,110700.414,110930.016,110904.977,0.549,0.761,0.433,-0.244,1.984,-0.031,73.333,1939.000
112981.727,112876.406,113296.172,113218.836,113223.305,113268.633,113498.680,113473.016,0.547,0.766,0.435,-0.214,1.953,-0.122,73.333,1940.000
110943.250,110839.000,111258.406,111180.531,111185.359,111230.688,111459.930,111434.898,0.549,0.771,0.433,-0.275,1.892,-0.092,73.333,1941.000
108298.586,108195.680,108614.906,108536.414,108541.773,108586.477,108815.359,108791.219,0.545,0.774,0.431,-0.336,1.831,0.031,73.333,1942.000
109956.555,109852.656,110271.977,110193.836,110199.289,110243.992,110473.234,110448.203,0.545,0.772,0.431,-0.458,1.740,0.549,73.333,1943.000
112971.352,112866.125,113285.711,113208.281,113213.023,113258.086,113488.398,113462.469,0.547,0.772,0.429,-0.519,1.648,0.793,73.333,1944.000
111678.531,111574.195,111993.688,111916.172,111921.000,111965.797,112195.750,112170.445,0.549,0.771,0.432,-0.732,1.587,1.129,73.333,1945.000
108634.672,108531.227,108950.633,108872.312,108878.031,108922.383,109151.172,109126.852,0.555,0.771,0.434,-0.885,1.465,1.221,73.333,1946.000
109546.977,109443.445,109861.867,109784.266,109789.625,109834.242,110063.484,110038.805,0.557,0.772,0.438,-1.007,1.434,1.251,73.333,1947.000
112807.383,112702.688,113121.203,113044.219,113049.141,113093.844,113324.242,113298.766,0.560,0.772,0.438,-0.824,1.434,0.977,73.333,1948.000
112347.469,112242.773,112662.008,112584.312,112589.227,112633.664,112864.516,112839.125,0.560,0.770,0.437,-0.641,1.617,0.702,73.333,1949.000
109093.859,108990.508,109409.648,109331.414,109336.695,109380.945,109610.633,109586.227,0.559,0.769,0.435,-0.275,1.770,0.488,73.333,1950.000
109210.984,109107.273,109526.414,109448.273,109454.086,109498.070,109727.312,109702.906,0.558,0.770,0.435,-0.183,1.892,0.183,73.333,1951.000
112511.000,112405.852,112825.266,112747.930,112752.930,112797.281,113027.500,113002.648,0.556,0.771,0.436,-0.092,1.831,-0.122,73.333,1952.000
112918.695,112813.102,113232.867,113155.172,113160.359,113205.242,113435.469,113410.344,0.553,0.772,0.436,-0.092,1.862,-0.336,73.333,1953.000
109671.609,109567.633,109986.594,109908.805,109914.258,109959.141,110187.938,110163.797,0.549,0.771,0.436,-0.061,1.831,-0.214,73.333,1954.000
108986.125,108882.594,109301.734,109223.773,109229.312,109273.750,109502.812,109478.492,0.547,0.774,0.435,-0.122,1.862,0.031,73.333,1955.000
112118.414,112013.625,112433.391,112355.609,112360.883,112405.406,112635.812,112610.242,0.547,0.774,0.430,-0.275,1.770,0.427,73.333,1956.000
113362.781,113257.727,113676.867,113599.617,113604.984,113649.594,113880.086,113854.336,0.548,0.770,0.428,-0.458,1.740,0.793,73.333,1957.000
110336.172,110232.461,110651.688,110573.820,110579.000,110623.797,110853.125,110828.539,0.551,0.774,0.432,-0.641,1.678,1.038,73.333,1958.000
108885.008,108781.742,109200.969,109122.477,109128.281,109172.719,109401.602,109377.461,0.555,0.773,0.435,-0.824,1.587,1.190,73.333,1959.000
111662.344,111557.828,111977.508,111899.367,111904.641,111949.523,112179.211,112153.992,0.559,0.773,0.437,-0.946,1.526,1.221,73.333,1960.000
113656.656,113551.609,113971.281,113893.680,113898.508,113943.656,114173.969,114148.305,0.561,0.772,0.436,-0.916,1.617,0.977,73.333,1961.000
111058.578,110954.867,111374.367,111296.312,111301.680,111345.758,111575.977,111551.305,0.561,0.774,0.437,-0.793,1.678,0.793,73.333,1962.000
108930.875,108827.609,109246.930,109168.789,109174.328,109218.500,109447.648,109423.328,0.559,0.771,0.434,-0.610,1.740,0.610,73.333,1963.000
111186.523,111082.273,111501.680,111424.164,111428.812,111473.516,111703.742,111678.438,0.560,0.771,0.435,-0.488,1.862,0.366,73.333,1964.000
113790.594,113685.805,114105.125,114027.789,114032.703,114077.766,114308.344,114282.328,0.556,0.770,0.431,-0.214,1.923,0.061,73.333,1965.000
111804.680,111700.523,112120.023,112042.508,112047.516,112092.125,112322.078,112296.867,0.553,0.769,0.431,-0.092,1.862,-0.153,73.333,1966.000
109125.516,109021.891,109441.211,109363.336,109368.789,109413.047,109642.461,109617.609,0.549,0.771,0.432,-0.092,1.923,-0.214,73.333,1967.000
110729.203,110625.312,111044.547,110966.672,110971.945,111016.469,111246.336,111221.031,0.548,0.773,0.431,-0.275,1.862,-0.031,73.333,1968.000
113766.898,113661.578,114081.164,114003.914,114008.742,114053.266,114284.203,114258.281,0.550,0.778,0.431,-0.519,1.740,0.305,73.333,1969.000
112529.773,112425.344,112844.484,112767.148,112772.062,112816.773,113046.992,113021.516,0.550,0.779,0.433,-0.732,1.709,0.641,73.333,1970.000
109462.398,109359.047,109778.008,109700.219,109705.406,109749.930,109979.352,109954.586,0.552,0.778,0.433,-0.885,1.556,1.068,73.333,1971.000
110319.453,110215.828,110634.969,110557.188,110562.555,110606.898,110836.492,110811.641,0.554,0.775,0.432,-0.916,1.587,1.312,73.333,1972.000
113594.969,113490.008,113909.500,113832.344,113836.906,113881.609,114112.453,114086.703,0.556,0.770,0.439,-1.007,1.587,1.190,73.333,1973.000
113198.266,113093.484,113512.625,113435.375,113439.938,113484.906,113715.492,113689.742,0.559,0.768,0.438,-0.885,1.678,1.007,73.333,1974.000
109937.594,109833.617,110252.312,110174.797,110179.891,110224.594,110453.922,110429.070,0.559,0.767,0.439,-0.580,1.617,0.824,73.333,1975.000
110000.180,109895.758,110314.891,110237.109,110242.477,110287.000,110516.328,110491.648,0.558,0.766,0.433,-0.427,1.648,0.427,73.333,1976.000
113301.359,113195.852,113615.352,113538.102,113543.109,113588.266,113818.398,113792.734,0.557,0.763,0.432,-0.183,1.831,0.092,73.333,1977.000
113770.203,113664.797,114084.023,114007.133,114011.875,114056.578,114287.250,114261.680,0.556,0.770,0.435,-0.092,1.831,-0.061,73.333,1978.000
110525.625,110421.828,110841.055,110763.094,110768.102,110812.805,111042.398,111017.812,0.555,0.768,0.433,-0.153,1.831,-0.031,73.333,1979.000
109783.016,109679.125,110098.352,110020.211,110025.484,110070.188,110299.609,110275.016,0.552,0.768,0.434,-0.244,1.923,0.092,73.333,1980.000
112909.664,112804.430,113223.930,113146.234,113151.328,113196.125,113426.883,113400.773,0.551,0.774,0.431,-0.427,1.709,0.153,73.333,1981.000
114216.164,114110.758,114529.898,114452.828,114457.742,114502.445,114733.562,114707.016,0.551,0.774,0.435,-0.427,1.709,0.366,73.333,1982.000
111205.297,111100.695,111519.742,111442.312,111447.414,111492.023,111721.984,111696.766,0.553,0.775,0.433,-0.580,1.678,0.732,73.333,1983.000
109697.984,109593.734,110013.234,109935.094,109940.188,109984.891,110214.492,110189.906,0.552,0.773,0.434,-0.732,1.617,0.793,73.333,1984.000
112454.406,112349.438,112768.672,112691.156,112696.250,112740.688,112971.445,112945.875,0.554,0.770,0.434,-0.702,1.617,0.854,73.333,1985.000
114507.367,114401.688,114821.094,114743.672,114748.852,114792.930,115024.141,114998.297,0.555,0.768,0.434,-0.641,1.709,0.793,73.333,1986.000
111935.219,111830.523,112249.664,112171.969,112177.242,112221.766,112451.992,112426.688,0.555,0.769,0.435,-0.519,1.770,0.610,73.333,1987.000
109750.555,109646.664,110065.539,109987.664,109993.297,110037.641,110266.797,110242.477,0.554,0.770,0.436,-0.427,1.648,0.549,73.333,1988.000
111978.672,111873.883,112293.203,112215.773,112221.055,112265.039,112495.531,112470.406,0.554,0.769,0.438,-0.458,1.709,0.397,73.333,1989.000
114638.078,114532.133,114951.359,114874.469,114879.570,114923.820,115155.117,115128.742,0.553,0.769,0.436,-0.305,1.770,0.214,73.333,1990.000
112685.070,112580.109,112999.430,112921.820,112927.008,112971.625,113201.664,113175.914,0.552,0.773,0.433,-0.275,1.709,0.122,73.333,1991.000
109950.742,109846.672,110265.719,110188.117,110193.031,110237.914,110466.977,110442.391,0.552,0.772,0.435,-0.336,1.617,0.244,73.333,1992.000
111515.094,111410.664,111829.719,111752.109,111756.938,111802.000,112031.773,112006.477,0.553,0.774,0.436,-0.519,1.617,0.397,73.333,1993.000
114602.586,114497.445,114915.953,114839.336,114843.984,114888.688,115119.719,115093.516,0.555,0.776,0.434,-0.549,1.617,0.519,73.333,1994.000
113412.664,113308.062,113726.844,113650.039,113654.602,113699.125,113929.891,113904.141,0.553,0.774,0.436,-0.610,1.678,0.641,73.333,1995.000
110298.977,110195.625,110614.500,110536.891,110541.719,110586.422,110816.023,110790.984,0.553,0.771,0.434,-0.641,1.648,0.885,73.333,1996.000
111109.008,111005.297,111424.164,111346.828,111351.750,111396.453,111626.227,111601.016,0.552,0.770,0.435,-0.671,1.648,0.824,73.333,1997.000
114420.734,114315.500,114734.547,114657.570,114662.312,114707.016,114938.133,114911.844,0.553,0.769,0.436,-0.610,1.617,0.610,73.333,1998.000
114077.406,113972.352,114391.406,114314.250,114318.984,114363.781,114594.359,114568.875,0.556,0.769,0.436,-0.641,1.709,0.580,73.333,1999.000
110776.055,110671.805,111091.125,111013.344,111018.352,111063.234,111292.469,111268.328,0.552,0.771,0.435,-0.519,1.709,0.427,73.333,2000.000
110778.914,110674.492,111093.898,111016.109,111021.297,111065.914,111295.422,111270.836,0.553,0.771,0.433,-0.397,1.709,0.366,73.333,2001.000
114106.375,114000.789,114420.375,114343.039,114347.773,114392.570,114623.414,114597.578,0.553,0.770,0.435,-0.366,1.770,0.244,73.333,2002.000
114641.562,114536.156,114955.383,114878.406,114882.969,114927.758,115158.789,115132.859,0.554,0.771,0.434,-0.244,1.770,0.275,73.333,2003.000
111373.742,111269.406,111688.898,111611.117,111616.031,111660.734,111890.695,111865.836,0.552,0.772,0.434,-0.305,1.770,0.275,73.333,2004.000
110565.680,110461.789,110881.016,110803.148,110808.602,110853.031,111082.633,111057.688,0.552,0.772,0.433,-0.397,1.709,0.427,73.333,2005.000
113696.531,113591.484,114010.531,113933.461,113938.383,113983.172,114213.930,114188.008,0.550,0.771,0.434,-0.519,1.648,0.580,73.333,2006.000
115069.914,114964.055,115383.375,115306.844,115311.227,115356.109,115587.406,115561.031,0.552,0.773,0.436,-0.580,1.556,0.763,73.333,2007.000
112056.273,111951.312,112370.805,112293.289,112298.117,112343.180,112572.867,112547.922,0.552,0.774,0.433,-0.671,1.587,0.763,73.333,2008.000
110481.820,110377.930,110797.062,110719.195,110724.203,110769.078,110998.414,110973.648,0.555,0.774,0.434,-0.702,1.587,0.793,73.333,2009.000
113223.930,113119.320,113538.375,113461.219,113465.414,113510.836,113741.414,113715.664,0.557,0.773,0.432,-0.610,1.617,0.763,73.333,2010.000
115340.727,115234.867,115654.188,115577.211,115581.594,115627.008,115858.125,115831.930,0.555,0.771,0.432,-0.519,1.678,0.763,73.333,2011.000
112787.000,112682.305,113101.891,113024.461,113029.469,113074.438,113304.578,113279.000,0.555,0.770,0.430,-0.549,1.648,0.702,73.333,2012.000
110540.023,110436.312,110855.539,110778.109,110782.852,110827.820,111057.242,111032.383,0.554,0.770,0.433,-0.366,1.709,0.488,73.333,2013.000
112735.586,112630.984,113050.477,112973.414,112977.789,113022.406,113253.078,113227.148,0.554,0.770,0.430,-0.275,1.709,0.305,73.333,2014.000
115448.641,115342.609,115761.750,115685.391,115689.859,115734.477,115965.688,115938.953,0.552,0.771,0.430,-0.244,1.770,0.183,73.333,2015.000
113539.266,113434.039,113853.000,113776.016,113780.758,113825.641,114056.133,114030.203,0.551,0.773,0.430,-0.336,1.862,0.275,73.333,2016.000
110755.406,110651.242,111070.203,110992.781,110997.875,111042.484,111272.625,111247.141,0.551,0.775,0.432,-0.458,1.862,0.275,73.333,2017.000
112271.656,112166.867,112585.922,112508.672,112513.773,112558.117,112788.609,112762.945,0.552,0.776,0.434,-0.427,1.770,0.519,73.333,2018.000
115394.820,115289.234,115708.367,115631.305,115636.305,115680.562,115911.953,115885.844,0.551,0.774,0.435,-0.549,1.678,0.671,73.333,2019.000
114265.164,114159.750,114579.250,114502.094,114507.008,114551.445,114782.383,114756.633,0.553,0.772,0.433,-0.549,1.617,0.793,73.333,2020.000
111115.891,111011.109,111430.695,111353.000,111358.094,111403.156,111632.398,111607.719,0.554,0.771,0.432,-0.671,1.648,0.916,73.333,2021.000
111863.336,111758.547,112177.781,112100.531,112105.719,112150.422,112380.375,112354.984,0.554,0.772,0.436,-0.793,1.617,0.916,73.333,2022.000
115192.758,115086.727,115506.039,115429.422,115434.156,115479.039,115710.250,115683.602,0.555,0.769,0.436,-0.732,1.617,0.854,73.333,2023.000
114916.938,114811.617,115230.672,115153.961,115158.695,115203.219,115434.516,115408.055,0.555,0.770,0.435,-0.580,1.740,0.610,73.333,2024.000
111603.430,111499.266,111918.500,111841.164,111845.719,111890.695,112120.469,112095.258,0.556,0.770,0.434,-0.488,1.801,0.458,73.333,2025.000
111542.812,111438.742,111858.062,111780.633,111784.836,111829.898,112059.938,112034.641,0.557,0.767,0.433,-0.397,1.862,0.336,73.333,2026.000
114866.875,114761.281,115180.688,115103.711,115108.000,115152.977,115384.000,115357.359,0.556,0.770,0.436,-0.275,1.740,0.275,73.333,2027.000
115468.938,115362.633,115782.312,115705.781,115709.977,115754.859,115985.797,115959.070,0.553,0.771,0.435,-0.336,1.801,0.183,73.333,2028.000
112202.992,112098.562,112517.883,112440.547,112445.195,112489.984,112719.945,112694.461,0.553,0.772,0.436,-0.275,1.740,0.305,73.333,2029.000
111329.484,111225.328,111644.555,111567.039,111571.781,111616.656,111846.617,111821.227,0.552,0.771,0.435,-0.427,1.740,0.366,73.333,2030.000
114441.203,114335.977,114755.203,114678.312,114682.695,114727.305,114958.422,114932.320,0.551,0.773,0.437,-0.488,1.740,0.427,73.333,2031.000
115882.445,115776.680,116195.820,116118.930,116123.664,116168.188,116399.664,116373.109,0.552,0.773,0.434,-0.610,1.617,0.580,73.333,2032.000
112887.578,112782.523,113201.844,113124.688,113129.336,113174.133,113404.352,113378.422,0.554,0.773,0.435,-0.641,1.648,0.702,73.333,2033.000
111251.250,111146.828,111566.055,111488.719,111493.367,111537.984,111767.938,111742.273,0.556,0.773,0.434,-0.610,1.678,0.854,73.333,2034.000
113961.891,113856.664,114275.805,114199.180,114203.469,114248.352,114479.203,114452.742,0.557,0.774,0.435,-0.610,1.709,0.824,73.333,2035.000
116135.469,116029.430,116448.930,116372.578,116376.773,116421.656,116653.133,116626.133,0.556,0.773,0.435,-0.641,1.648,0.763,73.333,2036.000
113618.391,113513.336,113933.016,113855.859,113860.594,113905.297,114135.523,114109.508,0.556,0.771,0.435,-0.580,1.617,0.641,73.333,2037.000
111316.789,111212.453,111631.859,111554.078,111559.258,111603.789,111833.469,111808.438,0.558,0.769,0.437,-0.549,1.678,0.549,73.333,2038.000
113467.742,113362.602,113782.094,113704.758,113709.500,113754.383,113984.516,113958.945,0.556,0.770,0.438,-0.427,1.678,0.336,73.333,2039.000
116226.570,116120.266,116539.586,116462.969,116467.344,116512.586,116743.617,116717.062,0.556,0.771,0.434,-0.366,1.770,0.244,73.333,2040.000
114363.688,114258.102,114677.062,114600.438,114604.820,114650.242,114880.727,114854.352,0.554,0.772,0.434,-0.366,1.709,0.244,73.333,2041.000
111534.047,111429.617,111848.852,111771.695,111776.164,111821.672,112051.180,112025.516,0.551,0.771,0.433,-0.427,1.740,0.366,73.333,2042.000
112996.477,112891.336,113310.656,113233.406,113238.055,113283.297,113513.430,113487.500,0.552,0.771,0.432,-0.549,1.770,0.519,73.333,2043.000
116152.094,116045.703,116464.844,116388.578,116392.695,116437.750,116669.227,116642.141,0.552,0.772,0.432,-0.641,1.678,0.641,73.333,2044.000
115080.820,114975.141,115394.195,115317.125,115321.867,115366.836,115598.133,115571.398,0.553,0.771,0.431,-0.671,1.678,0.702,73.333,2045.000
111899.898,111795.023,112214.789,112136.922,112141.836,112186.984,112416.586,112391.375,0.553,0.770,0.434,-0.702,1.648,0.793,73.333,2046.000
112587.797,112482.836,112902.961,112824.992,112830.094,112875.242,113105.016,113079.539,0.555,0.769,0.434,-0.732,1.556,0.732,73.333,2047.000
115936.898,115830.680,116250.445,116173.555,116178.203,116223.352,116454.562,116427.562,0.554,0.770,0.435,-0.732,1.587,0.671,73.333,2048.000
115729.109,115622.984,116042.484,115965.773,115970.508,116015.391,116246.422,116219.781,0.554,0.771,0.433,-0.671,1.709,0.549,73.333,2049.000
112396.289,112291.773,112710.734,112633.484,112638.492,112683.016,112913.328,112887.578,0.555,0.770,0.436,-0.488,1.801,0.610,73.333,2050.000
112270.406,112165.891,112585.203,112507.961,112512.516,112557.398,112787.531,112761.961,0.556,0.771,0.432,-0.427,1.831,0.488,73.333,2051.000
115594.469,115488.070,115907.930,115831.039,115835.594,115880.297,116111.508,116084.773,0.553,0.769,0.432,-0.488,1.801,0.397,73.333,2052.000
116264.930,116158.180,116578.031,116501.320,116506.062,116550.586,116781.883,116754.883,0.552,0.771,0.433,-0.641,1.740,0.366,73.333,2053.000
113002.555,112896.969,113317.000,113239.578,113244.586,113289.016,113519.508,113493.758,0.553,0.771,0.433,-0.641,1.740,0.458,73.333,2054.000
112065.211,111959.984,112379.750,112301.961,112307.062,112351.586,112581.453,112556.148,0.553,0.772,0.436,-0.580,1.740,0.458,73.333,2055.000
115161.555,115055.430,115474.836,115398.125,115402.688,115447.750,115678.422,115651.953,0.553,0.770,0.435,-0.580,1.678,0.488,73.333,2056.000
116664.398,116557.469,116977.055,116900.438,116905.258,116950.141,117181.172,117154.711,0.553,0.772,0.434,-0.702,1.801,0.549,73.333,2057.000
113689.828,113584.508,114004.273,113926.844,113931.852,113976.828,114206.961,114181.211,0.553,0.769,0.434,-0.671,1.709,0.641,73.333,2058.000
111999.141,111894.266,112313.859,112236.516,112241.617,112286.500,112516.359,112490.258,0.554,0.770,0.434,-0.732,1.892,0.671,73.333,2059.000
114681.711,114575.766,114995.531,114918.641,114923.109,114967.992,115198.750,115172.195,0.554,0.768,0.433,-0.702,1.831,0.763,73.333,2060.000
116907.852,116801.547,117220.867,117144.336,117148.805,117193.242,117425.250,117398.164,0.555,0.771,0.432,-0.519,1.831,0.641,73.333,2061.000
114427.258,114321.672,114740.805,114664.367,114668.742,114713.453,114944.297,114918.016,0.555,0.771,0.433,-0.458,1.770,0.458,73.333,2062.000
112083.094,111978.492,112397.453,112320.289,112325.031,112369.914,112599.961,112574.391,0.555,0.771,0.433,-0.397,1.892,0.366,73.333,2063.000
114193.727,114088.312,114507.273,114430.391,114434.945,114480.367,114710.586,114684.484,0.554,0.772,0.433,-0.458,1.801,0.427,73.333,2064.000
116996.812,116889.797,117309.469,117232.852,117237.227,117282.289,117513.945,117486.672,0.552,0.772,0.434,-0.366,1.770,0.336,73.333,2065.000
115185.336,115079.211,115498.797,115422.000,115426.383,115471.266,115702.383,115676.008,0.552,0.772,0.433,-0.397,1.740,0.366,73.333,2066.000
112320.742,112215.953,112635.273,112557.938,112562.672,112607.734,112837.781,112812.211,0.550,0.774,0.435,-0.397,1.678,0.458,73.333,2067.000
113732.742,113627.602,114046.922,113969.586,113974.414,114019.469,114249.961,114223.859,0.552,0.773,0.436,-0.549,1.678,0.458,73.333,2068.000
116915.547,116809.328,117228.469,117152.203,117156.766,117201.555,117433.211,117406.211,0.551,0.771,0.435,-0.641,1.648,0.580,73.333,2069.000
115902.828,115796.797,116215.844,116139.672,116144.227,116188.664,116420.227,116393.500,0.551,0.772,0.436,-0.610,1.617,0.732,73.333,2070.000
112700.094,112594.773,113014.180,112937.023,112941.938,112986.820,113216.773,113191.031,0.552,0.773,0.435,-0.610,1.648,0.671,73.333,2071.000
